date,zone_id,name,impressions,clicks,revenue
2024-11-21 11:00:00-05:00,1845501,Pornhub Mobile - Preroll,7107456,346831,4634.885252999678873
2024-10-29 00:00:00-04:00,1097741,Pornhub PC - Underplayer,1645431,2590,49.286162000000000
2024-09-25 10:00:00-04:00,1650251,Pornhub Mobile - Popunder,3279326,2965960,9330.016195999875488
2024-11-26 22:00:00-05:00,2184351,Pornhub PC - Top Right Square,1688827,1485,202.007099999988785
2024-10-14 21:00:00-04:00,2184351,Pornhub PC - Top Right Square,1665816,2019,214.172403999983633
2024-10-02 07:00:00-04:00,1845501,Pornhub Mobile - Preroll,5943150,294988,4213.766090999866743
2024-11-29 06:00:00-05:00,1097741,Pornhub PC - Underplayer,1793927,2612,44.118311000000000
2024-09-20 17:00:00-04:00,30781,Pornhub PC - Inplayer,1345978,4163,197.933190999964467
2024-11-17 08:00:00-05:00,1869261,Pornhub Mobile Gay - Popunder,34801,25821,150.173276999999433
2024-09-15 15:00:00-04:00,29051,Pornhub Mobile - Interstitial,3164617,17777,318.936945999985488
2024-11-22 20:00:00-05:00,4038,Pornhub Mobile - Underplayer,14793706,6423,414.115122999698263
2024-09-14 06:00:00-04:00,4038,Pornhub Mobile - Underplayer,13265160,6594,417.511153999878409
2024-11-24 10:00:00-05:00,1097741,Pornhub PC - Underplayer,2477253,3609,63.486520000000000
2024-11-23 22:00:00-05:00,4038,Pornhub Mobile - Underplayer,14396867,6994,375.899262999664458
2024-09-30 06:00:00-04:00,985,Pornhub Mobile - Footer,34177811,11874,698.550783999976370
2024-10-04 08:00:00-04:00,2190771,Pornhub PC - NTVB,4616600,1614,202.768298999959495
2024-10-28 16:00:00-04:00,2402771,Pornhub Mobile - Search Native,13431976,68328,1176.127279999917283
2024-11-21 22:00:00-05:00,2190761,Pornhub PC - NTVA,3491296,1084,175.521779999971172
2024-10-21 07:00:00-04:00,30781,Pornhub PC - Inplayer,991749,3039,145.760234999981355
2024-09-21 09:00:00-04:00,2190761,Pornhub PC - NTVA,4956093,1974,227.770028999938675
2024-10-23 20:00:00-04:00,2402771,Pornhub Mobile - Search Native,9452034,44160,867.395520999889738
2024-10-16 02:00:00-04:00,985,Pornhub Mobile - Footer,37400746,12658,790.713225999870815
2024-11-06 02:00:00-05:00,2184351,Pornhub PC - Top Right Square,1770956,1695,189.798115999986225
2024-11-28 03:00:00-05:00,2190761,Pornhub PC - NTVA,3732862,1109,136.427976999935112
2024-09-03 10:00:00-04:00,29051,Pornhub Mobile - Interstitial,3162882,13139,369.322257999976221
2024-11-16 19:00:00-05:00,2289171,Pornhub Mobile - Middle Banner,17620336,12712,738.588038999776332
2024-09-21 01:00:00-04:00,2412751,Pornhub Mobile - Watch Native,21180009,89902,954.965904999999006
2024-09-05 11:00:00-04:00,2190771,Pornhub PC - NTVB,4939103,1541,238.577912999946035
2024-09-07 23:00:00-04:00,2402771,Pornhub Mobile - Search Native,9875750,50298,897.198696999823371
2024-09-06 16:00:00-04:00,2412751,Pornhub Mobile - Watch Native,22341722,99217,997.423249999470072
2024-11-27 03:00:00-05:00,29051,Pornhub Mobile - Interstitial,1441565,10700,191.812793999992932
2024-09-21 21:00:00-04:00,2190761,Pornhub PC - NTVA,3691698,1370,185.389740999956110
2024-10-20 11:00:00-04:00,2402771,Pornhub Mobile - Search Native,12996709,65576,1004.373543999820116
2024-10-22 15:00:00-04:00,29051,Pornhub Mobile - Interstitial,1991791,14993,192.820862999982231
2024-10-31 01:00:00-04:00,30781,Pornhub PC - Inplayer,878563,3086,165.678209999958604
2024-10-30 11:00:00-04:00,1970821,Pornhub PC - Popunder,88922,66377,113.841477999999208
2024-11-09 21:00:00-05:00,2190761,Pornhub PC - NTVA,3808199,1453,182.669954999968192
2024-09-10 16:00:00-04:00,2402771,Pornhub Mobile - Search Native,13321376,64594,1137.141523999840735
2024-11-23 06:00:00-05:00,1869261,Pornhub Mobile Gay - Popunder,28106,21112,149.038299999999476
2024-10-26 15:00:00-04:00,1097741,Pornhub PC - Underplayer,2154249,3377,58.201234000000000
2024-11-14 12:00:00-05:00,2184351,Pornhub PC - Top Right Square,2663261,2115,286.619222999975296
2024-09-13 02:00:00-04:00,981,Pornhub Mobile - Header,34324171,26359,2221.514670999863195
2024-09-06 06:00:00-04:00,1970821,Pornhub PC - Popunder,62005,49127,114.692590999999765
2024-11-06 06:00:00-05:00,1097741,Pornhub PC - Underplayer,1816269,2679,43.806020000000000
2024-11-24 10:00:00-05:00,2190771,Pornhub PC - NTVB,5220064,1535,204.512587999969345
2024-10-12 21:00:00-04:00,2412751,Pornhub Mobile - Watch Native,17629439,78529,772.589218999889318
2024-11-28 14:00:00-05:00,1650251,Pornhub Mobile - Popunder,2906240,2345936,8435.302427999956858
2024-09-07 11:00:00-04:00,1097741,Pornhub PC - Underplayer,2425517,3481,64.230612000000000
2024-11-15 17:00:00-05:00,1845481,Pornhub PC - Preroll,1202710,51268,1126.878970999966546
2024-09-19 07:00:00-04:00,1869261,Pornhub Mobile Gay - Popunder,28877,22969,107.155285999999535
2024-11-02 03:00:00-04:00,1845501,Pornhub Mobile - Preroll,6271332,306881,4581.272624999841487
2024-10-16 07:00:00-04:00,5,Pornhub PC - Footer,5299907,742,61.847013999999998
2024-11-26 10:00:00-05:00,1845501,Pornhub Mobile - Preroll,7595027,359183,5025.045655999518274
2024-09-01 17:00:00-04:00,2184351,Pornhub PC - Top Right Square,2658119,2320,272.099723999952188
2024-10-29 12:00:00-04:00,1845481,Pornhub PC - Preroll,1219990,48509,1107.239098999964076
2024-11-06 12:00:00-05:00,1845481,Pornhub PC - Preroll,1149554,43676,1013.752759999973440
2024-11-12 17:00:00-05:00,2190771,Pornhub PC - NTVB,5658764,1526,256.600610999942607
2024-10-19 19:00:00-04:00,1970821,Pornhub PC - Popunder,66573,48708,88.570129999999817
2024-11-26 17:00:00-05:00,2402771,Pornhub Mobile - Search Native,14721194,64583,1197.564065999934642
2024-09-09 04:00:00-04:00,2190761,Pornhub PC - NTVA,3770034,1329,167.103231999966506
2024-11-07 20:00:00-05:00,4038,Pornhub Mobile - Underplayer,14307208,6083,404.951236999759972
2024-11-23 18:00:00-05:00,1869261,Pornhub Mobile Gay - Popunder,36613,27650,197.457582999999160
2024-10-24 17:00:00-04:00,1650251,Pornhub Mobile - Popunder,3814948,3418408,11328.227173999931176
2024-11-21 20:00:00-05:00,29051,Pornhub Mobile - Interstitial,1714275,14435,208.580523999994112
2024-11-08 03:00:00-05:00,1845501,Pornhub Mobile - Preroll,5312715,262307,4276.966384999836554
2024-09-18 05:00:00-04:00,1845501,Pornhub Mobile - Preroll,4863556,233416,3525.732667999860241
2024-09-08 05:00:00-04:00,1869261,Pornhub Mobile Gay - Popunder,26747,22380,97.154486999999560
2024-09-12 00:00:00-04:00,1869261,Pornhub Mobile Gay - Popunder,31446,26094,133.056037999999227
2024-09-26 02:00:00-04:00,30781,Pornhub PC - Inplayer,916348,2773,141.111047999977556
2024-09-13 17:00:00-04:00,1993761,Pornhub Mobile - Preroll Embed,206763,14090,85.758237999987872
2024-09-11 02:00:00-04:00,2184351,Pornhub PC - Top Right Square,1825672,1638,199.200186999956326
2024-09-23 11:00:00-04:00,2190761,Pornhub PC - NTVA,5723029,2044,274.918721999927933
2024-09-12 16:00:00-04:00,2184351,Pornhub PC - Top Right Square,2669830,2330,294.428841999955865
2024-10-10 13:00:00-04:00,1993761,Pornhub Mobile - Preroll Embed,182782,14945,82.510859999996579
2024-11-26 16:00:00-05:00,1845501,Pornhub Mobile - Preroll,8425562,435841,6255.312682999363638
2024-11-27 09:00:00-05:00,2412751,Pornhub Mobile - Watch Native,22518315,92737,1007.468505999894154
2024-11-06 16:00:00-05:00,1650251,Pornhub Mobile - Popunder,3743594,3167360,10771.782061999934050
2024-11-24 14:00:00-05:00,2402771,Pornhub Mobile - Search Native,12721191,62153,1010.022729999937336
2024-11-13 12:00:00-05:00,2184351,Pornhub PC - Top Right Square,2688284,2175,286.213427999978904
2024-11-26 00:00:00-05:00,2190771,Pornhub PC - NTVB,3676129,1095,168.416369999996178
2024-09-09 01:00:00-04:00,30781,Pornhub PC - Inplayer,979509,3009,182.602066999971212
2024-10-02 16:00:00-04:00,2412751,Pornhub Mobile - Watch Native,23902159,103461,1096.443965999915867
2024-11-09 03:00:00-05:00,985,Pornhub Mobile - Footer,38197701,9294,748.007116999852859
2024-09-02 01:00:00-04:00,1650251,Pornhub Mobile - Popunder,2658056,2427490,8095.354503999957398
2024-11-22 18:00:00-05:00,2190761,Pornhub PC - NTVA,5124812,1449,217.067614999968382
2024-09-25 05:00:00-04:00,1845501,Pornhub Mobile - Preroll,4949048,236645,3523.739375999888633
2024-09-01 16:00:00-04:00,2250831,Pornhub Mobile - Preroll 3rd,0,0,0E-15
2024-09-22 20:00:00-04:00,1845481,Pornhub PC - Preroll,852560,36965,936.624692999972134
2024-10-17 10:00:00-04:00,1993761,Pornhub Mobile - Preroll Embed,187337,13439,88.548233999998070
2024-11-02 13:00:00-04:00,29051,Pornhub Mobile - Interstitial,2232503,27265,301.171943999984865
2024-11-10 03:00:00-05:00,4038,Pornhub Mobile - Underplayer,14499977,7490,441.792735999825352
2024-11-02 07:00:00-04:00,2184351,Pornhub PC - Top Right Square,2070262,2128,213.749062999984893
2024-09-09 10:00:00-04:00,985,Pornhub Mobile - Footer,47442030,9586,989.773783999813448
2024-09-19 23:00:00-04:00,2190761,Pornhub PC - NTVA,3745015,1422,220.250998999911129
2024-09-20 11:00:00-04:00,981,Pornhub Mobile - Header,42980264,35381,2630.922035999731048
2024-10-22 09:00:00-04:00,985,Pornhub Mobile - Footer,46080912,13239,857.830452999981891
